X,Y
0.0,1.4967141530112327
0.20408163265306123,1.2698989641349379
0.40816326530612246,2.4640150687129374
0.6122448979591837,3.7475196523263925
0.8163265306122449,2.398499686501154
1.0204081632653061,2.8066793695814316
1.2244897959183674,5.028192407344126
1.4285714285714286,4.624577586295766
1.6326530612244898,3.7958317365140277
1.836734693877551,5.216029431341067
2.0408163265306123,4.618214960248762
2.2448979591836737,5.024066164797091
2.4489795918367347,6.139921455239504
2.6530612244897958,4.392842204321793
2.857142857142857,4.989367881772681
3.0612244897959187,6.560161450350865
3.2653061224489797,6.517781124563536
3.4693877551020407,8.253022842799355
3.673469387755102,7.438914699988993
3.8775510204081636,7.342798339481035
4.081632653061225,10.628914075044003
4.285714285714286,9.345652270942036
4.4897959183673475,10.04712004142262
4.6938775510204085,8.96300691582736
4.8979591836734695,10.251535642821757
5.1020408163265305,11.315004222362926
5.3061224489795915,10.46125132053688
5.510204081632653,12.396106181610978
5.714285714285714,11.827932738652624
5.918367346938775,12.545040944084274
6.122448979591837,12.643191346954278
6.326530612244898,15.505339408998735
6.530612244897959,14.047727265057985
6.73469387755102,13.41167682614614
6.938775510204081,15.700095932511351
7.142857142857143,14.064870635743265
7.346938775510204,15.902741146025164
7.551020408163265,14.142370692446754
7.755102040816327,15.182018032734224
7.959183673469388,17.1152285828079
8.16326530612245,18.06499719224031
8.36734693877551,17.90606215874099
8.571428571428571,18.027208860468903
8.775510204081632,18.249916712573974
8.979591836734695,17.480661683101964
9.183673469387756,18.647502730380804
9.387755102040817,19.314871433121848
9.591836734693878,21.24079569560667
9.795918367346939,20.93545502426234
10.0,19.236959844637266
